File Name,File Size,Zipped File Size (Non-BWT Text),Compression Ratio (Non-BWT Text),File Size,File Name,Zipped File Size (BWT Text),Compression Ratio (BWT Text)
Output0.zip,1000,359,2.78551532,1000,OutputBWT0.zip,361,2.770083102
Output1.zip,1000,354,2.824858757,1000,OutputBWT1.zip,363,2.754820937
Output10.zip,1000,362,2.762430939,1000,OutputBWT10.zip,371,2.69541779
Output11.zip,1000,358,2.793296089,1000,OutputBWT11.zip,365,2.739726027
Output12.zip,1000,360,2.777777778,1000,OutputBWT12.zip,368,2.717391304
Output13.zip,1000,357,2.801120448,1000,OutputBWT13.zip,367,2.72479564
Output14.zip,1000,361,2.770083102,1000,OutputBWT14.zip,362,2.762430939
Output15.zip,1000,365,2.739726027,1000,OutputBWT15.zip,362,2.762430939
Output16.zip,1000,355,2.816901408,1000,OutputBWT16.zip,366,2.732240437
Output17.zip,1000,355,2.816901408,1000,OutputBWT17.zip,362,2.762430939
Output18.zip,1000,360,2.777777778,1000,OutputBWT18.zip,365,2.739726027
Output19.zip,1000,356,2.808988764,1000,OutputBWT19.zip,365,2.739726027
Output2.zip,1000,357,2.801120448,1000,OutputBWT2.zip,359,2.78551532
Output20.zip,1000,360,2.777777778,1000,OutputBWT20.zip,362,2.762430939
Output21.zip,1000,353,2.83286119,1000,OutputBWT21.zip,362,2.762430939
Output22.zip,1000,357,2.801120448,1000,OutputBWT22.zip,367,2.72479564
Output23.zip,1000,357,2.801120448,1000,OutputBWT23.zip,366,2.732240437
Output24.zip,1000,358,2.793296089,1000,OutputBWT24.zip,370,2.702702703
Output25.zip,1000,358,2.793296089,1000,OutputBWT25.zip,363,2.754820937
Output26.zip,1000,356,2.808988764,1000,OutputBWT26.zip,364,2.747252747
Output27.zip,1000,356,2.808988764,1000,OutputBWT27.zip,367,2.72479564
Output28.zip,1000,357,2.801120448,1000,OutputBWT28.zip,366,2.732240437
Output29.zip,1000,353,2.83286119,1000,OutputBWT29.zip,360,2.777777778
Output3.zip,1000,356,2.808988764,1000,OutputBWT3.zip,362,2.762430939
Output30.zip,1000,356,2.808988764,1000,OutputBWT30.zip,368,2.717391304
Output31.zip,1000,359,2.78551532,1000,OutputBWT31.zip,362,2.762430939
Output32.zip,1000,361,2.770083102,1000,OutputBWT32.zip,371,2.69541779
Output33.zip,1000,359,2.78551532,1000,OutputBWT33.zip,364,2.747252747
Output34.zip,1000,358,2.793296089,1000,OutputBWT34.zip,362,2.762430939
Output35.zip,1000,354,2.824858757,1000,OutputBWT35.zip,361,2.770083102
Output36.zip,1000,358,2.793296089,1000,OutputBWT36.zip,365,2.739726027
Output37.zip,1000,356,2.808988764,1000,OutputBWT37.zip,366,2.732240437
Output38.zip,1000,362,2.762430939,1000,OutputBWT38.zip,371,2.69541779
Output39.zip,1000,361,2.770083102,1000,OutputBWT39.zip,371,2.69541779
Output4.zip,1000,353,2.83286119,1000,OutputBWT4.zip,357,2.801120448
Output40.zip,1000,354,2.824858757,1000,OutputBWT40.zip,359,2.78551532
Output41.zip,1000,362,2.762430939,1000,OutputBWT41.zip,365,2.739726027
Output42.zip,1000,362,2.762430939,1000,OutputBWT42.zip,357,2.801120448
Output43.zip,1000,358,2.793296089,1000,OutputBWT43.zip,365,2.739726027
Output44.zip,1000,363,2.754820937,1000,OutputBWT44.zip,363,2.754820937
Output45.zip,1000,358,2.793296089,1000,OutputBWT45.zip,364,2.747252747
Output46.zip,1000,361,2.770083102,1000,OutputBWT46.zip,366,2.732240437
Output47.zip,1000,354,2.824858757,1000,OutputBWT47.zip,361,2.770083102
Output48.zip,1000,358,2.793296089,1000,OutputBWT48.zip,363,2.754820937
Output49.zip,1000,360,2.777777778,1000,OutputBWT49.zip,363,2.754820937
Output5.zip,1000,360,2.777777778,1000,OutputBWT5.zip,367,2.72479564
Output50.zip,1000,357,2.801120448,1000,OutputBWT50.zip,361,2.770083102
Output51.zip,1000,356,2.808988764,1000,OutputBWT51.zip,364,2.747252747
Output52.zip,1000,355,2.816901408,1000,OutputBWT52.zip,360,2.777777778
Output53.zip,1000,356,2.808988764,1000,OutputBWT53.zip,363,2.754820937
Output54.zip,1000,360,2.777777778,1000,OutputBWT54.zip,365,2.739726027
Output55.zip,1000,358,2.793296089,1000,OutputBWT55.zip,364,2.747252747
Output56.zip,1000,357,2.801120448,1000,OutputBWT56.zip,368,2.717391304
Output57.zip,1000,359,2.78551532,1000,OutputBWT57.zip,369,2.7100271
Output58.zip,1000,356,2.808988764,1000,OutputBWT58.zip,362,2.762430939
Output59.zip,1000,359,2.78551532,1000,OutputBWT59.zip,359,2.78551532
Output6.zip,1000,358,2.793296089,1000,OutputBWT6.zip,367,2.72479564
Output60.zip,1000,358,2.793296089,1000,OutputBWT60.zip,367,2.72479564
Output61.zip,1000,364,2.747252747,1000,OutputBWT61.zip,365,2.739726027
Output62.zip,1000,360,2.777777778,1000,OutputBWT62.zip,366,2.732240437
Output63.zip,1000,359,2.78551532,1000,OutputBWT63.zip,362,2.762430939
Output64.zip,1000,362,2.762430939,1000,OutputBWT64.zip,361,2.770083102
Output65.zip,1000,363,2.754820937,1000,OutputBWT65.zip,364,2.747252747
Output66.zip,1000,361,2.770083102,1000,OutputBWT66.zip,364,2.747252747
Output67.zip,1000,359,2.78551532,1000,OutputBWT67.zip,359,2.78551532
Output68.zip,1000,358,2.793296089,1000,OutputBWT68.zip,366,2.732240437
Output69.zip,1000,353,2.83286119,1000,OutputBWT69.zip,373,2.680965147
Output7.zip,1000,355,2.816901408,1000,OutputBWT7.zip,364,2.747252747
Output70.zip,1000,358,2.793296089,1000,OutputBWT70.zip,368,2.717391304
Output71.zip,1000,365,2.739726027,1000,OutputBWT71.zip,364,2.747252747
Output72.zip,1000,356,2.808988764,1000,OutputBWT72.zip,363,2.754820937
Output73.zip,1000,358,2.793296089,1000,OutputBWT73.zip,361,2.770083102
Output74.zip,1000,359,2.78551532,1000,OutputBWT74.zip,362,2.762430939
Output75.zip,1000,352,2.840909091,1000,OutputBWT75.zip,356,2.808988764
Output76.zip,1000,360,2.777777778,1000,OutputBWT76.zip,363,2.754820937
Output77.zip,1000,361,2.770083102,1000,OutputBWT77.zip,364,2.747252747
Output78.zip,1000,356,2.808988764,1000,OutputBWT78.zip,365,2.739726027
Output79.zip,1000,357,2.801120448,1000,OutputBWT79.zip,367,2.72479564
Output8.zip,1000,363,2.754820937,1000,OutputBWT8.zip,368,2.717391304
Output80.zip,1000,356,2.808988764,1000,OutputBWT80.zip,367,2.72479564
Output81.zip,1000,358,2.793296089,1000,OutputBWT81.zip,364,2.747252747
Output82.zip,1000,361,2.770083102,1000,OutputBWT82.zip,361,2.770083102
Output83.zip,1000,353,2.83286119,1000,OutputBWT83.zip,363,2.754820937
Output84.zip,1000,358,2.793296089,1000,OutputBWT84.zip,363,2.754820937
Output85.zip,1000,360,2.777777778,1000,OutputBWT85.zip,365,2.739726027
Output86.zip,1000,354,2.824858757,1000,OutputBWT86.zip,361,2.770083102
Output87.zip,1000,363,2.754820937,1000,OutputBWT87.zip,365,2.739726027
Output88.zip,1000,355,2.816901408,1000,OutputBWT88.zip,368,2.717391304
Output89.zip,1000,361,2.770083102,1000,OutputBWT89.zip,365,2.739726027
Output9.zip,1000,359,2.78551532,1000,OutputBWT9.zip,364,2.747252747
Output90.zip,1000,362,2.762430939,1000,OutputBWT90.zip,365,2.739726027
Output91.zip,1000,358,2.793296089,1000,OutputBWT91.zip,361,2.770083102
Output92.zip,1000,361,2.770083102,1000,OutputBWT92.zip,365,2.739726027
Output93.zip,1000,359,2.78551532,1000,OutputBWT93.zip,364,2.747252747
Output94.zip,1000,356,2.808988764,1000,OutputBWT94.zip,365,2.739726027
Output95.zip,1000,359,2.78551532,1000,OutputBWT95.zip,362,2.762430939
Output96.zip,1000,361,2.770083102,1000,OutputBWT96.zip,364,2.747252747
Output97.zip,1000,359,2.78551532,1000,OutputBWT97.zip,370,2.702702703
Output98.zip,1000,358,2.793296089,1000,OutputBWT98.zip,366,2.732240437
Output99.zip,1000,362,2.762430939,1000,OutputBWT99.zip,362,2.762430939
,2000,531,3.766478343,2000,,534,3.745318352
,2000,535,3.738317757,2000,,530,3.773584906
,2000,524,3.816793893,2000,,535,3.738317757
,2000,529,3.780718336,2000,,535,3.738317757
,2000,533,3.752345216,2000,,532,3.759398496
,2000,527,3.795066414,2000,,540,3.703703704
,2000,527,3.795066414,2000,,536,3.731343284
,2000,536,3.731343284,2000,,534,3.745318352
,2000,530,3.773584906,2000,,544,3.676470588
,2000,531,3.766478343,2000,,539,3.710575139
,2000,525,3.80952381,2000,,537,3.724394786
,2000,533,3.752345216,2000,,533,3.752345216
,2000,530,3.773584906,2000,,536,3.731343284
,2000,527,3.795066414,2000,,531,3.766478343
,2000,532,3.759398496,2000,,538,3.717472119
,2000,521,3.838771593,2000,,540,3.703703704
,2000,528,3.787878788,2000,,531,3.766478343
,2000,520,3.846153846,2000,,534,3.745318352
,2000,529,3.780718336,2000,,535,3.738317757
,2000,533,3.752345216,2000,,538,3.717472119
,2000,530,3.773584906,2000,,533,3.752345216
,2000,530,3.773584906,2000,,533,3.752345216
,2000,518,3.861003861,2000,,541,3.696857671
,2000,530,3.773584906,2000,,537,3.724394786
,2000,534,3.745318352,2000,,532,3.759398496
,2000,530,3.773584906,2000,,534,3.745318352
,2000,522,3.831417625,2000,,538,3.717472119
,2000,531,3.766478343,2000,,529,3.780718336
,2000,527,3.795066414,2000,,529,3.780718336
,2000,528,3.787878788,2000,,532,3.759398496
,2000,529,3.780718336,2000,,535,3.738317757
,2000,524,3.816793893,2000,,532,3.759398496
,2000,521,3.838771593,2000,,545,3.669724771
,2000,528,3.787878788,2000,,531,3.766478343
,2000,530,3.773584906,2000,,532,3.759398496
,2000,529,3.780718336,2000,,536,3.731343284
,2000,524,3.816793893,2000,,535,3.738317757
,2000,529,3.780718336,2000,,537,3.724394786
,2000,529,3.780718336,2000,,539,3.710575139
,2000,534,3.745318352,2000,,528,3.787878788
,2000,530,3.773584906,2000,,532,3.759398496
,2000,528,3.787878788,2000,,535,3.738317757
,2000,525,3.80952381,2000,,537,3.724394786
,2000,531,3.766478343,2000,,534,3.745318352
,2000,540,3.703703704,2000,,534,3.745318352
,2000,529,3.780718336,2000,,536,3.731343284
,2000,527,3.795066414,2000,,536,3.731343284
,2000,534,3.745318352,2000,,535,3.738317757
,2000,530,3.773584906,2000,,528,3.787878788
,2000,527,3.795066414,2000,,532,3.759398496
,2000,527,3.795066414,2000,,532,3.759398496
,2000,526,3.802281369,2000,,539,3.710575139
,2000,531,3.766478343,2000,,538,3.717472119
,2000,530,3.773584906,2000,,537,3.724394786
,2000,530,3.773584906,2000,,529,3.780718336
,2000,529,3.780718336,2000,,532,3.759398496
,2000,522,3.831417625,2000,,540,3.703703704
,2000,528,3.787878788,2000,,544,3.676470588
,2000,538,3.717472119,2000,,533,3.752345216
,2000,529,3.780718336,2000,,532,3.759398496
,2000,527,3.795066414,2000,,533,3.752345216
,2000,529,3.780718336,2000,,536,3.731343284
,2000,534,3.745318352,2000,,538,3.717472119
,2000,531,3.766478343,2000,,530,3.773584906
,2000,531,3.766478343,2000,,535,3.738317757
,2000,530,3.773584906,2000,,534,3.745318352
,2000,526,3.802281369,2000,,537,3.724394786
,2000,523,3.824091778,2000,,532,3.759398496
,2000,527,3.795066414,2000,,537,3.724394786
,2000,523,3.824091778,2000,,530,3.773584906
,2000,533,3.752345216,2000,,536,3.731343284
,2000,518,3.861003861,2000,,533,3.752345216
,2000,526,3.802281369,2000,,533,3.752345216
,2000,534,3.745318352,2000,,535,3.738317757
,2000,526,3.802281369,2000,,536,3.731343284
,2000,528,3.787878788,2000,,532,3.759398496
,2000,528,3.787878788,2000,,525,3.80952381
,2000,531,3.766478343,2000,,534,3.745318352
,2000,519,3.853564547,2000,,528,3.787878788
,2000,530,3.773584906,2000,,531,3.766478343
,2000,533,3.752345216,2000,,532,3.759398496
,2000,535,3.738317757,2000,,536,3.731343284
,2000,529,3.780718336,2000,,532,3.759398496
,2000,524,3.816793893,2000,,539,3.710575139
,2000,531,3.766478343,2000,,533,3.752345216
,2000,525,3.80952381,2000,,537,3.724394786
,2000,534,3.745318352,2000,,542,3.6900369
,2000,526,3.802281369,2000,,532,3.759398496
,2000,526,3.802281369,2000,,538,3.717472119
,2000,525,3.80952381,2000,,534,3.745318352
,2000,534,3.745318352,2000,,540,3.703703704
,2000,525,3.80952381,2000,,541,3.696857671
,2000,528,3.787878788,2000,,537,3.724394786
,2000,534,3.745318352,2000,,542,3.6900369
,2000,531,3.766478343,2000,,535,3.738317757
,2000,532,3.759398496,2000,,537,3.724394786
,2000,532,3.759398496,2000,,536,3.731343284
,2000,526,3.802281369,2000,,539,3.710575139
,2000,523,3.824091778,2000,,530,3.773584906
,2000,523,3.824091778,2000,,533,3.752345216
,5000,1032,4.84496124,5000,,1029,4.859086492
,5000,1031,4.849660524,5000,,1033,4.840271055
,5000,1035,4.830917874,5000,,1032,4.84496124
,5000,1039,4.812319538,5000,,1030,4.854368932
,5000,1023,4.887585533,5000,,1028,4.86381323
,5000,1017,4.916420846,5000,,1034,4.835589942
,5000,1011,4.945598417,5000,,1042,4.798464491
,5000,1023,4.887585533,5000,,1029,4.859086492
,5000,1036,4.826254826,5000,,1031,4.849660524
,5000,1019,4.906771344,5000,,1022,4.892367906
,5000,1028,4.86381323,5000,,1035,4.830917874
,5000,1037,4.821600771,5000,,1023,4.887585533
,5000,1030,4.854368932,5000,,1034,4.835589942
,5000,1034,4.835589942,5000,,1031,4.849660524
,5000,1035,4.830917874,5000,,1041,4.803073967
,5000,1036,4.826254826,5000,,1027,4.868549172
,5000,1016,4.921259843,5000,,1040,4.807692308
,5000,1026,4.873294347,5000,,1034,4.835589942
,5000,1033,4.840271055,5000,,1036,4.826254826
,5000,1023,4.887585533,5000,,1039,4.812319538
,5000,1039,4.812319538,5000,,1036,4.826254826
,5000,1019,4.906771344,5000,,1040,4.807692308
,5000,1029,4.859086492,5000,,1035,4.830917874
,5000,1020,4.901960784,5000,,1030,4.854368932
,5000,1028,4.86381323,5000,,1021,4.897159647
,5000,1039,4.812319538,5000,,1028,4.86381323
,5000,1025,4.87804878,5000,,1026,4.873294347
,5000,1038,4.816955684,5000,,1024,4.8828125
,5000,1029,4.859086492,5000,,1037,4.821600771
,5000,1025,4.87804878,5000,,1033,4.840271055
,5000,1025,4.87804878,5000,,1038,4.816955684
,5000,1022,4.892367906,5000,,1031,4.849660524
,5000,1020,4.901960784,5000,,1034,4.835589942
,5000,1020,4.901960784,5000,,1036,4.826254826
,5000,1034,4.835589942,5000,,1031,4.849660524
,5000,1033,4.840271055,5000,,1055,4.739336493
,5000,1026,4.873294347,5000,,1027,4.868549172
,5000,1032,4.84496124,5000,,1040,4.807692308
,5000,1028,4.86381323,5000,,1036,4.826254826
,5000,1025,4.87804878,5000,,1039,4.812319538
,5000,1024,4.8828125,5000,,1029,4.859086492
,5000,1022,4.892367906,5000,,1035,4.830917874
,5000,1030,4.854368932,5000,,1038,4.816955684
,5000,1031,4.849660524,5000,,1030,4.854368932
,5000,1025,4.87804878,5000,,1027,4.868549172
,5000,1024,4.8828125,5000,,1026,4.873294347
,5000,1022,4.892367906,5000,,1026,4.873294347
,5000,1022,4.892367906,5000,,1038,4.816955684
,5000,1029,4.859086492,5000,,1029,4.859086492
,5000,1027,4.868549172,5000,,1023,4.887585533
,5000,1030,4.854368932,5000,,1029,4.859086492
,5000,1029,4.859086492,5000,,1032,4.84496124
,5000,1025,4.87804878,5000,,1031,4.849660524
,5000,1023,4.887585533,5000,,1043,4.793863854
,5000,1038,4.816955684,5000,,1048,4.770992366
,5000,1025,4.87804878,5000,,1036,4.826254826
,5000,1028,4.86381323,5000,,1038,4.816955684
,5000,1031,4.849660524,5000,,1036,4.826254826
,5000,1030,4.854368932,5000,,1025,4.87804878
,5000,1026,4.873294347,5000,,1032,4.84496124
,5000,1031,4.849660524,5000,,1042,4.798464491
,5000,1027,4.868549172,5000,,1037,4.821600771
,5000,1031,4.849660524,5000,,1035,4.830917874
,5000,1042,4.798464491,5000,,1028,4.86381323
,5000,1034,4.835589942,5000,,1024,4.8828125
,5000,1036,4.826254826,5000,,1027,4.868549172
,5000,1024,4.8828125,5000,,1037,4.821600771
,5000,1030,4.854368932,5000,,1033,4.840271055
,5000,1029,4.859086492,5000,,1030,4.854368932
,5000,1039,4.812319538,5000,,1030,4.854368932
,5000,1023,4.887585533,5000,,1034,4.835589942
,5000,1024,4.8828125,5000,,1022,4.892367906
,5000,1035,4.830917874,5000,,1031,4.849660524
,5000,1028,4.86381323,5000,,1039,4.812319538
,5000,1033,4.840271055,5000,,1042,4.798464491
,5000,1024,4.8828125,5000,,1036,4.826254826
,5000,1025,4.87804878,5000,,1021,4.897159647
,5000,1024,4.8828125,5000,,1043,4.793863854
,5000,1021,4.897159647,5000,,1028,4.86381323
,5000,1039,4.812319538,5000,,1037,4.821600771
,5000,1029,4.859086492,5000,,1033,4.840271055
,5000,1018,4.911591356,5000,,1033,4.840271055
,5000,1015,4.926108374,5000,,1028,4.86381323
,5000,1030,4.854368932,5000,,1031,4.849660524
,5000,1021,4.897159647,5000,,1039,4.812319538
,5000,1023,4.887585533,5000,,1031,4.849660524
,5000,1017,4.916420846,5000,,1044,4.789272031
,5000,1023,4.887585533,5000,,1036,4.826254826
,5000,1032,4.84496124,5000,,1037,4.821600771
,5000,1019,4.906771344,5000,,1042,4.798464491
,5000,1029,4.859086492,5000,,1029,4.859086492
,5000,1030,4.854368932,5000,,1026,4.873294347
,5000,1018,4.911591356,5000,,1046,4.780114723
,5000,1024,4.8828125,5000,,1028,4.86381323
,5000,1029,4.859086492,5000,,1041,4.803073967
,5000,1033,4.840271055,5000,,1029,4.859086492
,5000,1032,4.84496124,5000,,1032,4.84496124
,5000,1017,4.916420846,5000,,1033,4.840271055
,5000,1026,4.873294347,5000,,1034,4.835589942
,5000,1032,4.84496124,5000,,1032,4.84496124
,10000,1844,5.422993492,10000,,1862,5.37056928
,10000,1844,5.422993492,10000,,1853,5.396654074
,10000,1868,5.353319058,10000,,1863,5.367686527
,10000,1856,5.387931034,10000,,1860,5.376344086
,10000,1850,5.405405405,10000,,1871,5.344735436
,10000,1858,5.382131324,10000,,1851,5.402485143
,10000,1856,5.387931034,10000,,1852,5.399568035
,10000,1870,5.347593583,10000,,1865,5.361930295
,10000,1864,5.364806867,10000,,1851,5.402485143
,10000,1873,5.339028297,10000,,1848,5.411255411
,10000,1849,5.408328826,10000,,1856,5.387931034
,10000,1857,5.385029618,10000,,1868,5.353319058
,10000,1859,5.379236148,10000,,1860,5.376344086
,10000,1839,5.437737901,10000,,1875,5.333333333
,10000,1857,5.385029618,10000,,1867,5.356186395
,10000,1872,5.341880342,10000,,1851,5.402485143
,10000,1853,5.396654074,10000,,1860,5.376344086
,10000,1853,5.396654074,10000,,1857,5.385029618
,10000,1855,5.39083558,10000,,1874,5.336179296
,10000,1846,5.417118093,10000,,1855,5.39083558
,10000,1848,5.411255411,10000,,1846,5.417118093
,10000,1859,5.379236148,10000,,1876,5.330490405
,10000,1840,5.434782609,10000,,1852,5.399568035
,10000,1867,5.356186395,10000,,1860,5.376344086
,10000,1859,5.379236148,10000,,1859,5.379236148
,10000,1859,5.379236148,10000,,1862,5.37056928
,10000,1854,5.393743258,10000,,1867,5.356186395
,10000,1847,5.414185165,10000,,1854,5.393743258
,10000,1864,5.364806867,10000,,1879,5.321979776
,10000,1870,5.347593583,10000,,1859,5.379236148
,10000,1850,5.405405405,10000,,1862,5.37056928
,10000,1849,5.408328826,10000,,1860,5.376344086
,10000,1866,5.359056806,10000,,1841,5.431830527
,10000,1845,5.420054201,10000,,1865,5.361930295
,10000,1854,5.393743258,10000,,1871,5.344735436
,10000,1850,5.405405405,10000,,1856,5.387931034
,10000,1852,5.399568035,10000,,1858,5.382131324
,10000,1860,5.376344086,10000,,1859,5.379236148
,10000,1867,5.356186395,10000,,1884,5.307855626
,10000,1868,5.353319058,10000,,1857,5.385029618
,10000,1853,5.396654074,10000,,1874,5.336179296
,10000,1861,5.373455132,10000,,1868,5.353319058
,10000,1850,5.405405405,10000,,1850,5.405405405
,10000,1864,5.364806867,10000,,1857,5.385029618
,10000,1870,5.347593583,10000,,1845,5.420054201
,10000,1843,5.425935974,10000,,1868,5.353319058
,10000,1862,5.37056928,10000,,1864,5.364806867
,10000,1846,5.417118093,10000,,1844,5.422993492
,10000,1864,5.364806867,10000,,1874,5.336179296
,10000,1862,5.37056928,10000,,1852,5.399568035
,10000,1860,5.376344086,10000,,1874,5.336179296
,10000,1854,5.393743258,10000,,1859,5.379236148
,10000,1853,5.396654074,10000,,1860,5.376344086
,10000,1863,5.367686527,10000,,1872,5.341880342
,10000,1859,5.379236148,10000,,1853,5.396654074
,10000,1858,5.382131324,10000,,1849,5.408328826
,10000,1856,5.387931034,10000,,1868,5.353319058
,10000,1860,5.376344086,10000,,1864,5.364806867
,10000,1849,5.408328826,10000,,1866,5.359056806
,10000,1850,5.405405405,10000,,1866,5.359056806
,10000,1849,5.408328826,10000,,1850,5.405405405
,10000,1837,5.443658138,10000,,1855,5.39083558
,10000,1859,5.379236148,10000,,1858,5.382131324
,10000,1842,5.42888165,10000,,1872,5.341880342
,10000,1876,5.330490405,10000,,1859,5.379236148
,10000,1846,5.417118093,10000,,1852,5.399568035
,10000,1861,5.373455132,10000,,1858,5.382131324
,10000,1845,5.420054201,10000,,1862,5.37056928
,10000,1851,5.402485143,10000,,1852,5.399568035
,10000,1850,5.405405405,10000,,1869,5.350454789
,10000,1850,5.405405405,10000,,1865,5.361930295
,10000,1852,5.399568035,10000,,1883,5.310674456
,10000,1858,5.382131324,10000,,1851,5.402485143
,10000,1866,5.359056806,10000,,1854,5.393743258
,10000,1861,5.373455132,10000,,1860,5.376344086
,10000,1854,5.393743258,10000,,1871,5.344735436
,10000,1865,5.361930295,10000,,1871,5.344735436
,10000,1857,5.385029618,10000,,1868,5.353319058
,10000,1859,5.379236148,10000,,1855,5.39083558
,10000,1864,5.364806867,10000,,1858,5.382131324
,10000,1849,5.408328826,10000,,1860,5.376344086
,10000,1854,5.393743258,10000,,1869,5.350454789
,10000,1855,5.39083558,10000,,1856,5.387931034
,10000,1850,5.405405405,10000,,1866,5.359056806
,10000,1848,5.411255411,10000,,1856,5.387931034
,10000,1843,5.425935974,10000,,1866,5.359056806
,10000,1871,5.344735436,10000,,1868,5.353319058
,10000,1861,5.373455132,10000,,1850,5.405405405
,10000,1861,5.373455132,10000,,1878,5.324813632
,10000,1855,5.39083558,10000,,1856,5.387931034
,10000,1858,5.382131324,10000,,1857,5.385029618
,10000,1852,5.399568035,10000,,1859,5.379236148
,10000,1852,5.399568035,10000,,1872,5.341880342
,10000,1857,5.385029618,10000,,1866,5.359056806
,10000,1856,5.387931034,10000,,1872,5.341880342
,10000,1852,5.399568035,10000,,1858,5.382131324
,10000,1855,5.39083558,10000,,1882,5.313496281
,10000,1866,5.359056806,10000,,1865,5.361930295
,10000,1845,5.420054201,10000,,1864,5.364806867
,10000,1859,5.379236148,10000,,1857,5.385029618
,15000,2685,5.586592179,15000,,2677,5.603287262
,15000,2683,5.590756616,15000,,2684,5.588673621
,15000,2686,5.584512286,15000,,2689,5.578281889
,15000,2684,5.588673621,15000,,2691,5.574136009
,15000,2679,5.599104143,15000,,2685,5.586592179
,15000,2697,5.561735261,15000,,2689,5.578281889
,15000,2686,5.584512286,15000,,2685,5.586592179
,15000,2684,5.588673621,15000,,2669,5.620082428
,15000,2692,5.572065379,15000,,2677,5.603287262
,15000,2701,5.553498704,15000,,2692,5.572065379
,15000,2691,5.574136009,15000,,2689,5.578281889
,15000,2672,5.613772455,15000,,2672,5.613772455
,15000,2691,5.574136009,15000,,2696,5.56379822
,15000,2692,5.572065379,15000,,2695,5.565862709
,15000,2676,5.605381166,15000,,2668,5.622188906
,15000,2700,5.555555556,15000,,2708,5.539143279
,15000,2694,5.567928731,15000,,2698,5.559673832
,15000,2685,5.586592179,15000,,2696,5.56379822
,15000,2687,5.582433941,15000,,2704,5.547337278
,15000,2695,5.565862709,15000,,2673,5.611672278
,15000,2660,5.639097744,15000,,2683,5.590756616
,15000,2687,5.582433941,15000,,2708,5.539143279
,15000,2681,5.594927266,15000,,2697,5.561735261
,15000,2681,5.594927266,15000,,2697,5.561735261
,15000,2681,5.594927266,15000,,2679,5.599104143
,15000,2694,5.567928731,15000,,2676,5.605381166
,15000,2679,5.599104143,15000,,2694,5.567928731
,15000,2687,5.582433941,15000,,2681,5.594927266
,15000,2678,5.601194922,15000,,2701,5.553498704
,15000,2698,5.559673832,15000,,2685,5.586592179
,15000,2675,5.607476636,15000,,2696,5.56379822
,15000,2680,5.597014925,15000,,2683,5.590756616
,15000,2680,5.597014925,15000,,2696,5.56379822
,15000,2680,5.597014925,15000,,2688,5.580357143
,15000,2679,5.599104143,15000,,2688,5.580357143
,15000,2676,5.605381166,15000,,2696,5.56379822
,15000,2683,5.590756616,15000,,2695,5.565862709
,15000,2668,5.622188906,15000,,2684,5.588673621
,15000,2689,5.578281889,15000,,2687,5.582433941
,15000,2680,5.597014925,15000,,2686,5.584512286
,15000,2673,5.611672278,15000,,2695,5.565862709
,15000,2679,5.599104143,15000,,2681,5.594927266
,15000,2677,5.603287262,15000,,2702,5.551443375
,15000,2681,5.594927266,15000,,2685,5.586592179
,15000,2706,5.543237251,15000,,2691,5.574136009
,15000,2672,5.613772455,15000,,2688,5.580357143
,15000,2684,5.588673621,15000,,2692,5.572065379
,15000,2692,5.572065379,15000,,2681,5.594927266
,15000,2680,5.597014925,15000,,2680,5.597014925
,15000,2677,5.603287262,15000,,2689,5.578281889
,15000,2687,5.582433941,15000,,2693,5.569996287
,15000,2677,5.603287262,15000,,2701,5.553498704
